dataset,Outside Temperature,Avg. Temperature,Temperature difference,RH,va,Tg,Age,Male,Female,Height,Weight,Well-being,Duration,Icl,Alley,Window,y
March,9.2,15.06,2.41,41.84,0.02,14.69,50,0,1,167.0,68.0,0.0,7.5,1.30495,0,1,-1
March,9.9,14.83,2.32,38.04,0.02,14.56,16,1,0,175.0,55.0,1.0,17.5,0.7288,0,1,0
March,9.8,15.87,3.42,45.78,0.19,14.63,60,0,1,170.0,79.0,0.0,5.0,1.3634,1,0,-1
March,10.1,17.26,5.73,44.97,0.22,16.06,16,1,0,161.0,43.0,1.0,2.5,0.5785,0,1,1
March,10.5,18.51,1.55,37.87,0.0,17.94,18,1,0,181.0,70.0,1.0,7.5,0.67035,0,1,0
March,10.6,19.14,1.76,37.03,0.0,18.06,32,1,0,184.0,71.0,1.0,27.5,0.68705,1,0,-1
March,10.3,19.37,1.9,34.89,0.01,18.44,51,0,1,174.0,56.0,1.0,2.5,1.10455,1,0,0
March,10.3,19.3,1.86,34.89,0.01,18.44,57,0,1,173.0,68.0,1.0,7.5,1.2799,0,1,-1
March,10.2,19.2,1.68,34.99,0.01,18.5,38,0,1,164.0,65.0,2.0,22.5,1.30495,0,1,1
March,10.1,19.06,1.77,35.47,0.01,18.56,35,1,0,189.0,85.0,1.0,37.5,1.13795,1,0,-1
March,10.2,19.175,1.455,37.144999999999996,0.11,18.815,17,1,0,183.0,74.0,1.0,5.0,0.8791,1,0,1
March,10.3,19.195,1.415,37.14,0.11,18.78,18,0,1,163.0,52.0,1.0,5.0,1.2799,0,1,0
March,10.2,19.58,1.98,34.01,0.0,18.69,27,1,0,185.0,94.0,1.0,7.5,1.17135,0,1,1
March,10.1,19.155,1.1949999999999998,35.25,0.08,18.905,61,0,1,172.0,85.0,1.0,7.5,0.8457,1,0,0
March,10.2,18.54,2.08,33.504999999999995,0.05,18.56,65,0,1,163.0,69.0,2.0,2.5,0.996,0,1,0
March,10.0,18.4,2.41,33.97,0.01,18.19,55,0,1,150.0,60.0,1.0,2.5,1.1463,1,0,0
March,10.0,19.11,1.95,37.1,0.02,19.69,0,0,1,167.0,100.0,0.0,5.0,0.9459,0,1,-1
March,9.9,19.75,2.985,38.82,0.12,19.0,60,1,0,168.0,78.0,1.0,7.5,0.8958000000000002,1,0,-1
March,10.3,19.06,1.98,36.51,0.01,18.75,40,1,0,181.0,85.0,1.0,7.5,1.57215,0,1,0
March,10.1,19.700000000000003,2.41,33.77,0.1,19.78,36,1,0,192.0,83.0,1.0,2.5,1.15465,0,1,0
March,10.1,17.96,3.34,43.34,0.26,18.25,26,0,1,176.0,59.0,1.0,20.0,0.8290000000000001,1,0,-1
March,10.1,19.37,1.69,32.25,0.02,20.19,16,0,1,173.0,63.0,2.0,2.5,0.996,0,1,1
March,9.9,19.74,1.35,31.98,0.02,20.31,33,1,0,189.0,105.0,1.0,7.5,1.17135,1,0,1
March,10.0,18.98,2.24,33.37,0.01,18.94,87,0,1,166.0,69.0,1.0,12.5,1.30495,1,0,0
March,9.9,19.475,1.025,34.03,0.07,19.875,49,1,0,170.0,64.0,1.0,5.0,1.2298,1,0,-1
March,10.0,18.87,1.9,34.99,0.01,18.87,36,0,1,173.0,62.0,1.0,7.5,1.03775,1,0,-1
March,10.2,19.02,1.48,32.66,0.02,19.81,23,0,1,165.0,65.0,1.0,5.0,0.8457,0,1,0
March,10.4,18.62,2.59,35.0,0.01,18.5,0,1,0,170.9344262295082,71.19166666666666,-2.0,7.5,0.93755,0,1,-1
March,10.4,19.15,2.59,34.43,0.01,18.69,40,1,0,185.0,80.0,1.0,2.5,1.2966,1,0,1
March,9.5,19.34,1.31,33.41,0.02,20.12,57,1,0,180.0,100.0,1.0,11.101973684210526,0.9626,1,0,0
April,14.5,18.26,0.98,52.56,0.05,17.37,35,1,0,189.0,85.0,1.0,5.0,0.996,0,1,-1
April,14.5,16.99,2.47,55.94,0.09635483870967741,17.12,40,1,0,175.0,75.0,1.0,5.0,0.9626,0,1,0
April,14.5,17.03,2.39,56.48,0.09635483870967741,17.25,27,1,0,185.0,95.0,-1.0,7.5,0.8874500000000001,1,0,-1
April,14.6,17.99,1.17,51.49,0.06,18.06,17,1,0,183.0,70.0,1.0,5.0,1.4135,0,1,-1
April,14.3,18.145,1.28,51.69,0.05,18.78,31,1,0,178.0,70.0,1.0,5.0,1.1463,1,0,1
April,14.1,17.22,1.72,52.5,0.01,17.31,23,1,0,170.0,68.0,1.0,11.101973684210526,0.75385,0,1,0
April,13.9,18.049999999999997,1.085,58.2,0.08,18.155,36,0,1,169.0,64.0,1.0,5.0,1.17135,0,1,1
April,13.7,17.26,1.78,58.08,0.01,17.87,83,0,1,175.0,70.0,1.0,10.0,1.1463,0,1,1
April,13.5,18.75,1.46,55.425,0.06,19.37,35,0,1,158.0,50.0,1.0,5.0,0.98765,1,0,1
April,13.6,18.755,1.435,55.17,0.06,19.37,38,1,0,174.0,81.0,0.0,32.5,1.1463,0,1,1
April,13.3,18.1,4.08,60.26,0.09635483870967741,17.69,63,1,0,171.0,85.0,0.8417849898580122,5.0,1.3467,0,1,0
April,13.3,19.385,1.995,53.81,0.06,19.81,21,1,0,170.0,76.0,1.0,11.101973684210526,0.90415,0,1,-1
April,13.3,18.68,3.96,51.31,0.01,17.5,31,1,0,189.0,82.0,1.0,5.0,1.3467,1,0,1
April,13.2,18.1,4.16,60.59,0.09635483870967741,17.69,30,0,1,158.0,71.19166666666666,-1.0,7.5,1.0127,0,1,-1
April,13.2,18.7,1.84,54.31,0.05,18.06,57,1,0,198.0,100.0,2.0,11.101973684210526,0.8791,1,0,0
April,13.2,18.76,1.88,60.38,0.04,18.12,17,0,1,171.0,93.0,1.0,10.0,1.18805,1,0,0
April,13.1,18.21,1.46,59.28,0.05,17.81,47,0,1,160.0,72.0,0.0,2.5,1.18805,1,0,1
April,13.1,19.305,2.545,55.165000000000006,0.06,19.905,12,0,1,140.0,155.0,0.0,11.101973684210526,1.18805,0,1,-1
April,13.1,18.76,1.63,63.95,0.05,18.06,26,0,1,173.0,63.0,2.0,5.0,1.23815,0,1,1
April,13.1,18.76,1.63,63.32,0.03,18.12,42,0,1,163.0,67.0,1.0,20.0,0.9292,0,1,1
April,13.0,17.94,3.51,63.23,0.09635483870967741,18.06,65,0,1,165.0,60.0,-1.0,7.5,1.0294,0,1,-1
April,13.0,18.62,1.58,61.32,0.04,18.19,11,0,1,146.0,38.0,1.0,22.5,1.1797,1,0,0
April,13.1,17.55,3.12,60.62,0.01,18.5,61,0,1,167.0,71.19166666666666,2.0,7.5,0.67035,1,0,1
April,12.9,19.04,2.67,64.695,0.04,18.560000000000002,45,0,1,170.0,75.0,1.0,10.0,0.88745,1,0,1
April,12.8,18.805,2.58,63.65,0.04,18.53,38,0,1,157.0,57.0,0.0,2.5,1.0795,1,0,0
April,12.8,18.805,2.58,63.65,0.04,18.53,38,1,0,183.0,100.0,1.0,2.5,0.9626,0,1,0
April,13.0,17.79,3.43,64.33,0.09635483870967741,18.06,24,0,1,156.0,50.0,2.0,5.0,1.4135,1,0,1
April,12.9,18.31,1.24,61.18,0.05,18.31,60,1,0,181.0,86.0,1.0,5.0,0.6954,1,0,1
April,12.9,18.8,3.39,60.71,0.01,18.06,25,0,1,168.0,58.0,1.0,5.0,0.97095,0,1,1
April,12.9,17.75,3.3,64.41,0.09635483870967741,18.06,37,0,1,180.0,70.0,1.0,5.0,0.78725,0,1,1
April,12.9,17.75,3.3,64.41,0.09635483870967741,18.06,40,0,1,166.0,62.0,1.0,5.0,1.20475,0,1,1
April,13.1,19.41,3.0199999999999996,56.475,0.07,20.315,51,0,1,160.0,64.0,0.0,10.0,1.2632,1,0,1
April,13.0,18.675,2.715,61.83,0.04,18.495,38,0,1,172.0,57.0,0.0,12.5,1.4135,0,1,-1
April,13.1,17.79,3.99,64.85,0.09635483870967741,17.75,25,0,1,166.0,67.0,2.0,5.0,1.33835,0,1,-1
April,13.1,19.39,3.04,56.7,0.07,20.375,21,0,1,172.0,55.0,1.0,5.0,1.0294,1,0,0
April,13.1,18.84,2.865,63.115,0.1,18.53,52,0,1,164.0,62.0,2.0,11.101973684210526,0.5785,0,1,0
April,13.1,18.655,2.605,62.17,0.05,18.5,43,0,1,176.0,55.0,0.0,7.5,1.4803,0,1,0
April,13.1,16.87,1.5,61.67,0.05,18.06,47,1,0,172.0,98.0,0.0,22.5,0.9291999999999999,1,0,0
April,13.0,19.845,3.41,57.08,0.07,20.625,34,0,1,170.0,75.0,1.0,10.0,1.1964,1,0,-1
April,13.1,17.06,1.42,61.1,0.05,18.25,28,0,1,170.0,60.0,1.0,2.5,1.17135,0,1,1
April,13.1,17.27,4.33,60.85,0.01,18.37,51,0,1,166.0,68.0,1.0,2.5,1.0628,0,1,0
April,13.0,20.310000000000002,2.58,55.41,0.09,20.810000000000002,56,0,1,166.0,82.0,2.0,7.5,1.1296,0,1,1
April,13.0,18.71,3.26,57.42,0.06,18.47,51,0,1,160.0,65.0,0.0,27.5,1.23815,1,0,1
April,8.1,18.265,3.755,58.815,0.07,19.625,34,1,0,186.0,78.0,1.0,12.5,1.07115,1,0,0
April,7.9,18.265,3.7350000000000003,58.885,0.07,19.625,26,0,1,172.0,64.0,0.0,12.5,1.2465,0,1,1
April,7.9,16.46,1.37,62.94,0.02,17.06,43,0,1,163.0,62.0,1.0,11.101973684210526,1.163,1,0,1
April,7.9,17.325,4.035,58.42,0.08,19.155,26,1,0,180.0,85.0,1.0,10.0,1.27155,0,1,0
April,7.7,17.02,1.92,69.17,0.07,16.69,27,1,0,185.0,95.0,-1.0,2.5,1.0962,0,1,-1
April,6.9,16.21,5.56,67.6,0.09635483870967741,16.12,30,0,1,160.0,60.0,1.0,7.5,1.2966,0,1,1
April,6.9,15.06,2.05,64.16,0.05,16.69,30,0,1,165.0,53.0,1.0,7.5,1.8477,0,1,1
June1,18.094,23.22,2.35,53.23,0.03,23.25,70,0,1,170.0,60.0,1.0,5.0,0.9626,0,1,1
June1,18.188,23.82,0.78,53.68,0.09635483870967741,24.06,32,0,1,165.0,72.0,0.0,5.0,0.7956,1,0,1
June1,18.188,25.08,0.6499999999999999,49.925,0.14,24.5,58,1,0,183.0,80.0,2.0,5.0,0.4616,1,0,0
June1,18.188,25.08,0.6499999999999999,49.925,0.14,24.5,35,1,0,200.0,90.0,2.0,5.0,0.4616,1,0,1
June1,18.188,23.798,0.78,53.53,0.09635483870967741,24.06,59,0,1,169.0,88.0,1.0,5.0,0.4449,0,1,0
June1,18.094,24.65,1.06,52.01,0.01,24.06,20,1,0,185.0,70.0,1.0,5.0,0.4532499999999999,1,0,1
June1,18.094,23.905,0.88,50.12,0.02,23.87,38,0,1,160.0,50.0,1.0,5.0,0.40315,1,0,-1
June1,18.094,24.8,1.198,51.72,0.03,24.12,35,1,0,189.0,85.0,0.0,12.5,0.4616,0,1,1
June1,18.094,25.02,0.585,49.6,0.16,24.685,39,0,1,165.0,65.0,2.0,12.5,0.829,0,1,0
June1,18.5,23.864,4.82,51.14,0.03,23.56,20,1,0,176.0,58.0,1.0,7.5,0.7956,0,1,-1
June1,18.594,25.185000000000002,0.5599999999999999,49.56,0.17,24.845,27,0,1,154.0,53.0,1.0,17.5,0.53675,0,1,1
June1,18.594,24.97,0.736,51.94,0.1,24.81,18,0,1,168.0,50.0,2.0,5.0,0.88745,0,1,1
June1,18.906,24.236,0.91,52.86,0.09635483870967741,24.25,11,1,0,155.0,41.0,2.0,5.0,0.328,0,1,-1
June1,19.188,24.326,0.909,53.03,0.09635483870967741,24.31,72,1,0,170.0,70.0,0.0,5.0,0.6703500000000001,1,0,0
June1,19.5,24.448,0.958,52.5,0.09635483870967741,24.5,10,1,0,152.0,34.0,1.0,17.5,0.8123,0,1,-1
June1,19.5,24.448,0.958,52.5,0.09635483870967741,24.5,13,0,1,166.0,50.0,2.0,2.5,0.73715,0,1,1
June1,19.188,25.36,0.47,50.22,0.1,25.31,46,0,1,162.0,53.0,1.0,2.5,0.7454999999999999,1,0,1
June1,19.313,25.22,0.47,50.51,0.06,24.81,27,1,0,183.0,92.0,0.0,11.101973684210526,0.4616,0,1,-1
June1,19.406,24.67,0.96,52.21,0.09635483870967741,24.69,25,0,1,170.0,65.0,1.0,20.0,0.7622,0,1,1
June1,19.406,25.51,0.77,51.15,0.05,25.0,40,0,1,160.0,44.0,1.0,11.101973684210526,1.03775,0,1,-1
June1,19.188,25.0652,0.88,47.68,0.01,25.12,37,1,0,182.0,92.0,1.0,5.0,0.6703500000000001,1,0,-1
June1,19.594,24.55,1.39,49.59,0.09635483870967741,24.75,24,0,1,163.0,53.0,0.0,2.5,0.9459,0,1,0
June1,19.813,26.9,2.05,50.78,0.0,25.0,80,0,1,170.0,70.0,2.0,5.0,0.5451,0,1,0
June1,20.188,25.574,2.34,56.58,0.09635483870967741,25.12,20,1,0,170.0,65.0,2.0,5.0,0.4449,1,0,0
June1,19.906,26.55,0.57,52.9,0.1,26.19,17,0,1,170.0,53.0,1.0,7.5,0.60355,0,1,-1
June1,19.688,27.276,2.397,51.93,0.01,25.37,7,0,1,120.0,30.0,1.0,7.5,0.3113,0,1,1
June1,19.688,27.526,2.609,52.43,0.01,25.44,34,0,1,165.0,53.0,0.0,7.5,0.45325,0,1,1
June1,20.094,26.974,2.05,50.64,0.0,25.56,34,0,1,170.0,54.0,0.0,10.0,0.58685,0,1,1
June1,20.313,25.426,2.78,56.71,0.04,25.25,47,0,1,183.0,95.0,0.0,2.5,0.2946,0,1,1
June1,20.688,25.76,2.43,55.85,0.09635483870967741,25.81,42,0,1,165.0,59.0,1.0,2.5,0.4282,1,0,1
June1,20.688,26.72,0.74,51.44,0.1,26.69,51,0,1,173.0,108.0,2.0,2.5,0.4449,1,0,-1
June1,20.688,26.75,0.74,51.29,0.1,26.69,51,0,1,178.0,85.0,1.0,2.5,1.4302,0,1,1
June1,20.688,26.75,0.74,51.29,0.1,26.69,60,0,1,165.0,60.0,1.0,2.5,0.4616,0,1,1
June1,20.688,25.83,2.07,53.5,0.01,25.56,32,0,1,174.0,77.0,0.0,5.0,0.7288,1,0,1
June1,20.313,25.536,2.17,53.08,0.09635483870967741,25.88,52,0,1,168.0,70.0,0.0,5.0,0.75385,0,1,1
June1,20.313,26.576,0.87,49.13,0.1,26.75,18,0,1,170.0,72.0,2.0,5.0,0.3113,1,0,0
June1,20.813,26.85,0.815,50.86,0.01,25.75,23,1,0,170.0,75.0,1.0,7.5,0.495,0,1,1
June1,20.406,25.98,1.67,48.41,0.01,25.75,35,0,1,166.0,95.0,1.0,2.5,0.4616,0,1,1
June1,20.406,26.74,0.83,47.7,0.11,26.87,20,0,1,174.0,70.0,1.0,2.5,0.3113,0,1,0
June1,20.406,25.35,2.17,48.83,0.03,25.62,34,1,0,156.0,63.0,0.8417849898580122,5.0,1.20475,0,1,1
June1,22.094,27.75,1.78,47.18,0.11,27.06,16,1,0,165.0,86.0,1.0,11.101973684210526,0.4115,0,1,0
June1,22.0,27.59,0.87,47.43,0.12,27.25,67,0,1,62.0,55.0,-2.0,11.101973684210526,0.4449,0,1,1
June1,22.5,26.12,1.83,51.35,0.09635483870967741,25.94,28,0,1,170.9344262295082,71.19166666666666,0.0,7.5,0.4449,0,1,0
June1,22.688,28.265,1.15,45.1,0.14,28.53,69,1,0,172.0,78.0,1.0,12.5,0.4449,0,1,1
June1,22.688,27.75,0.74,48.57,0.11,27.5,20,0,1,195.0,62.0,0.0,20.0,0.60355,1,0,1
June1,22.688,27.75,0.74,48.57,0.11,27.5,34,1,0,178.0,80.0,0.0,5.0,0.4449,1,0,1
June1,22.688,27.75,0.74,48.57,0.11,27.5,20,1,0,175.0,80.0,-1.0,20.0,0.4616,0,1,1
June1,22.594,26.39,3.04,48.61,0.03,26.25,65,1,0,170.0,70.0,1.0,7.5,0.53675,0,1,1
June1,23.0,27.92,1.8,43.9,0.03,28.12,31,0,1,166.0,60.0,0.0,5.0,0.5284,0,1,0
June1,23.313,27.39,2.197,46.77,0.02,27.31,41,0,1,170.9344262295082,70.0,0.0,11.101973684210526,0.53675,0,1,1
June1,23.313,27.39,2.197,46.77,0.02,27.31,19,0,1,14.0,60.0,0.0,11.101973684210526,0.60355,1,0,1
June1,23.313,27.2,2.17,51.18,0.09635483870967741,27.0,23,1,0,178.0,65.0,2.0,11.101973684210526,0.58685,0,1,1
June1,23.0,28.47,0.43,45.46,0.11,28.38,24,1,0,178.0,63.0,0.0,10.0,0.72045,1,0,-1
June1,23.0,27.26,2.0,47.98,0.09635483870967741,27.13,36,1,0,186.0,80.0,0.8417849898580122,2.5,0.7622,1,0,1
June1,22.906,26.76,1.21528,43.62,0.09635483870967741,27.13,86,1,0,160.0,59.0,1.0,7.5,0.5618,1,0,1
June1,23.406,26.826,1.22,44.16,0.09635483870967741,27.13,21,0,1,173.0,70.0,1.0,7.5,0.60355,0,1,0
June1,23.406,28.09,0.65,43.26,0.11,28.06,57,1,0,175.0,76.0,1.0,7.5,0.4616,1,0,0
June1,23.406,27.2,2.52,43.96,0.04,27.31,41,0,1,170.0,60.0,1.0,7.5,0.4783000000000001,0,1,1
June1,23.688,27.33,0.51,43.59,0.02,27.13,62,0,1,170.9344262295082,71.19166666666666,1.0,2.5,0.45325,0,1,1
June1,23.906,27.12,1.31,45.29,0.09635483870967741,27.25,60,1,0,180.0,71.19166666666666,1.0,10.0,0.4198500000000001,0,1,0
June1,23.813,27.35,2.47,44.66,0.04,27.37,18,0,1,168.0,51.0,1.0,10.0,0.4616,0,1,1
June1,23.906,28.37,0.48,44.13,0.11,28.38,25,0,1,175.0,55.0,1.0,10.0,0.3948,0,1,1
June1,24.094,27.42,2.6,45.12,0.04,27.5,52,0,1,162.0,50.0,1.0,10.0,0.58685,1,0,1
June1,23.906,28.775,1.065,40.98,0.13,28.97,26,0,1,165.0,53.0,2.0,7.5,0.4616,1,0,0
June1,23.813,27.24,1.34,44.29,0.09635483870967741,27.5,30,1,0,170.0,80.0,1.0,2.5,0.75385,1,0,-1
June1,23.813,27.24,1.34,44.29,0.09635483870967741,27.5,26,0,1,163.0,71.19166666666666,2.0,7.5,0.7789,0,1,-1
June1,23.406,27.16,1.31,43.71,0.09635483870967741,27.5,67,0,1,170.0,80.0,1.0,7.5,0.4449,0,1,-1
June1,23.688,27.375,1.14,40.08,0.02,27.56,71,0,1,165.0,75.0,1.0,11.101973684210526,0.4449,1,0,0
June1,23.688,27.64,0.64,42.71,0.03,27.06,32,1,0,187.0,80.0,2.0,5.0,0.60355,0,1,1
June1,24.5,28.46,0.6,40.98,0.12,28.38,50,0,1,172.0,98.0,1.0,10.0,0.4449,1,0,1
June1,24.188,28.05,0.78,39.59,0.11,28.31,27,0,1,183.0,80.0,1.0,5.0,0.50335,0,1,1
June1,24.313,28.619999999999997,1.1,38.445,0.32,29.09,20,0,1,175.0,80.0,-1.0,11.101973684210526,0.4532499999999999,1,0,1
June1,24.406,26.92,1.26,40.15,0.09635483870967741,27.5,44,1,0,174.0,80.0,1.0,5.0,0.3113,0,1,0
June1,25.094,27.1,0.51,41.61,0.01,26.69,27,1,0,183.0,92.0,1.0,2.5,0.4616,1,0,1
June1,24.406,27.1,1.65,38.97,0.03,27.31,53,0,1,170.0,76.0,1.0,15.0,0.43655,0,1,1
June1,24.094,28.45,0.78,40.67,0.15,28.5,18,1,0,180.0,63.0,2.0,2.5,0.7037500000000001,0,1,-1
June1,25.406,27.015,1.365,38.230000000000004,0.16,28.939999999999998,30,0,1,176.0,90.0,1.0,5.0,0.83735,0,1,0
June1,25.406,27.015,1.365,38.230000000000004,0.16,28.939999999999998,22,0,1,168.0,71.19166666666666,1.0,2.5,0.328,0,1,0
June1,25.406,27.015,1.365,38.230000000000004,0.16,28.939999999999998,22,1,0,183.0,74.0,2.0,2.5,0.4616,1,0,0
June1,25.406,27.015,1.365,38.230000000000004,0.16,28.939999999999998,24,0,1,174.0,55.0,2.0,2.5,0.3113,0,1,1
June1,25.5,25.265,1.056,39.88,0.03,25.94,11,1,0,176.0,67.0,1.0,5.0,0.4115,0,1,1
June1,25.5,26.515,1.5,38.71,0.21,28.5,30,0,1,171.0,57.0,1.0,7.5,0.7455,1,0,-1
June1,25.5,24.765,1.27,39.59,0.03,25.56,14,1,0,168.0,80.0,1.0,12.5,0.4616,0,1,-1
June2,23.406,24.256999999999998,0.5449999999999999,25.379999999999995,0.15,24.03,40,1,0,187.0,80.0,2.0,2.5,0.55345,0,1,0
June2,23.594,24.75,1.29,54.72,0.02,23.62,44,0,1,163.0,62.0,2.0,5.0,0.7454999999999999,0,1,0
June2,23.594,24.568,0.475,54.2,0.1,24.25,26,0,1,167.0,62.0,1.0,5.0,0.45325,0,1,1
June2,23.906,24.72,1.03,55.04,0.02,23.69,35,1,0,189.0,85.0,1.0,5.0,0.55345,1,0,1
June2,24.0,24.905,1.13,54.355000000000004,0.07,24.345,42,0,1,166.0,120.0,0.0,7.5,0.46995,0,1,1
June2,24.0,25.24,0.9,55.38,0.0,24.06,37,0,1,172.0,60.0,2.0,5.0,0.4115,0,1,0
June2,24.0,24.66,1.21,54.43,0.03,24.44,58,1,0,176.0,63.0,1.0,12.5,0.40315,0,1,0
June2,24.094,24.935000000000002,0.48,54.55,0.39,24.22,31,1,0,182.0,105.0,1.0,12.5,0.75385,0,1,1
June2,24.094,25.23,0.73,55.025000000000006,0.07,24.685000000000002,42,1,0,180.0,80.0,2.0,5.0,0.4616,0,1,0
June2,24.094,25.36,0.94,55.42,0.03,24.19,56,1,0,183.0,120.0,1.0,12.5,0.68705,0,1,1
June2,24.094,24.990000000000002,0.475,54.41,0.24,24.28,32,1,0,183.0,72.0,1.0,5.0,0.4616,0,1,-1
June2,24.313,25.125,0.44999999999999996,54.205,0.39,24.435000000000002,52,0,1,171.0,68.0,1.0,7.5,0.43655,1,0,1
June2,24.406,24.9975,1.27,53.98,0.0,24.5,31,1,0,177.0,130.0,1.0,7.5,0.328,0,1,1
June2,24.5,25.86,0.98,54.46,0.02,24.63,24,1,0,170.9344262295082,71.19166666666666,2.0,11.101973684210526,0.2779,0,1,0
June2,24.688,25.31,1.32,54.3,0.01,24.75,33,0,1,155.0,48.0,1.0,5.0,0.45325,1,0,1
June2,24.813,26.12,1.12,54.16,0.03,24.94,0,0,1,170.0,59.0,0.0,5.0,0.45325,0,1,1
June2,25.094,25.73,1.23,53.94,0.0,25.25,37,0,1,172.0,57.0,1.0,11.101973684210526,0.8874500000000001,0,1,0
June2,25.094,26.207,0.675,54.505,0.07,25.655,43,1,0,142.0,85.0,2.0,11.101973684210526,0.328,1,0,1
June2,25.5,26.857,0.9500000000000001,52.635000000000005,0.09,25.845,45,0,1,172.0,105.0,2.0,2.5,0.3614,0,1,1
June2,25.594,27.25,0.64,52.42,0.02,25.69,35,1,0,189.0,85.0,0.0,35.0,0.55345,1,0,1
June2,25.594,26.37,1.45,53.53,0.0,26.06,28,1,0,174.0,65.0,1.0,7.5,0.8958,0,1,1
June2,26.594,29.72,0.975,50.0,0.09,29.065,16,0,1,166.0,58.0,-1.0,7.5,0.328,1,0,1
June2,26.406,29.868000000000002,0.975695,50.255,0.085,29.28,36,1,0,189.0,78.0,2.0,7.5,0.6119,1,0,0
June2,26.5,29.560000000000002,1.24,50.885000000000005,0.1,28.69,38,1,0,170.0,70.0,0.0,10.0,0.45325,1,0,1
June2,26.688,30.086,1.07,55.48,0.02,29.12,26,1,0,194.0,104.0,-1.0,10.0,0.55345,1,0,1
June2,27.09,28.765,1.5,48.35,0.0,28.31,60,1,0,176.0,76.0,1.0,2.5,0.4616,1,0,-1
June2,27.09,28.765,1.5,48.35,0.0,28.31,40,0,1,158.0,70.0,-2.0,2.5,0.6536500000000001,0,1,1
June2,27.09,29.89,0.7799999999999999,45.59,0.13,29.595,64,0,1,170.0,60.0,-2.0,12.5,0.4449,1,0,1
June2,27.09,29.884999999999998,0.735,44.68,0.1,29.715,33,1,0,176.0,79.0,1.0,2.5,0.328,0,1,1
June2,27.09,29.884999999999998,0.735,44.68,0.1,29.715,47,0,1,157.0,60.0,1.0,12.5,0.6703500000000001,1,0,0
June2,27.188,29.93,0.72,45.41,0.09,29.785,52,0,1,156.0,60.0,2.0,17.5,0.43655,1,0,1
June2,27.188,28.8,1.366,47.93,0.01,28.38,30,1,0,179.0,58.0,0.0,17.5,0.4616,0,1,1
June2,27.406,29.598,0.56,46.85,0.0,29.06,36,1,0,175.0,75.0,1.0,5.0,0.3113,0,1,1
June2,27.406,28.84,1.32,46.51,0.01,28.5,31,0,1,169.0,53.0,1.0,5.0,0.2612,1,0,1
June2,27.594,29.84,0.625,44.91,0.09,29.72,15,0,1,162.0,50.0,0.0,2.5,0.3113,0,1,1
June2,27.594,29.84,0.625,44.91,0.09,29.72,52,0,1,162.0,67.0,0.0,2.5,0.53675,0,1,1
June2,27.594,28.905,1.19,45.96,0.02,28.69,44,0,1,183.0,80.0,1.0,5.0,0.45325,1,0,1
June2,27.906,29.2,1.18,47.58,0.02,28.94,34,0,1,160.0,63.0,-1.0,7.5,0.55345,1,0,1
June2,28.0,29.455,0.83,42.86,0.02,29.25,39,1,0,195.0,78.0,1.0,2.5,0.53675,0,1,-1
June2,28.0,30.348,0.73,40.965,0.065,30.405,36,0,1,165.0,71.19166666666666,1.0,17.5,0.45325,1,0,1
June2,27.91,29.9,0.55,43.31,0.05,29.31,27,1,0,183.0,91.0,-1.0,11.101973684210526,0.4616,0,1,1
June2,29.406,30.38,0.9550000000000001,44.724999999999994,0.13,30.72,33,1,0,187.0,70.0,1.0,7.5,0.328,0,1,-1
June2,29.313,29.786,0.73,44.8,0.05,29.5,33,1,0,197.0,160.0,1.0,5.0,0.328,1,0,1
June2,29.313,29.55,1.19,43.765,0.11,29.965,51,0,1,174.0,71.0,0.0,12.5,0.4282,1,0,1
June2,29.41,29.886,0.64,45.95,0.0,29.56,30,0,1,157.0,58.0,1.0,5.0,0.43655,0,1,1
June2,29.688,30.29,1.1099999999999999,43.69,0.16,31.25,39,0,1,176.0,89.0,1.0,12.5,0.5701499999999999,1,0,1
June2,29.688,30.29,1.1099999999999999,43.69,0.16,31.25,20,0,1,170.0,88.0,1.0,5.0,0.53675,0,1,1
June2,29.688,29.884999999999998,0.895,43.489999999999995,0.19,30.255,57,1,0,173.0,85.0,1.0,5.0,0.328,1,0,1
June2,29.5,28.875,0.88,43.18,0.03,29.56,30,0,1,68.0,54.0,2.0,5.0,0.4449,0,1,1
June2,29.91,29.16,1.0,42.84,0.05,30.0,61,0,1,165.0,62.0,0.0,5.0,0.4449,1,0,1
June2,29.91,29.948,1.24,43.52,0.05,31.0,30,0,1,54.0,49.0,0.0,20.0,0.5618,0,1,1
June2,29.91,29.922,1.16,43.55,0.01,31.06,38,1,0,175.0,95.0,1.0,5.0,0.328,0,1,1
June2,29.91,31.14,1.045,45.515,0.12,31.69,45,1,0,171.0,68.0,-1.0,15.0,0.4616,0,1,1
June2,30.188,29.53,0.31,45.91,0.01,29.69,70,1,0,168.0,78.0,1.0,2.5,0.55345,1,0,1
June2,30.188,30.85,0.5,44.03,0.195,30.78,18,0,1,150.0,54.0,1.0,11.101973684210526,0.48665,1,0,1
June2,30.31,29.67,0.44,44.75,0.01,29.81,41,0,1,160.0,58.0,1.0,15.0,0.4449,1,0,1
June2,30.31,30.375,0.895,42.59,0.1,30.685000000000002,27,1,0,170.0,61.0,1.0,7.5,0.4616,0,1,0
June2,29.594,30.974,0.655,43.65,0.15,31.09,30,1,0,190.0,100.0,1.0,7.5,0.328,0,1,1
June2,29.406,30.212,0.3,42.64,0.01,30.44,72,0,1,170.9344262295082,50.0,0.0,7.5,0.43655,0,1,1
